"AREA", "YEAR", "MONTH","LABORFORCE","EMP","UNEMP","UNEMPRATE"                                                                                                                                                                        
"Orange-Rockland-Westchester Metro Area","2012","01",793800,731000,62700,7.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2012","02",793500,729800,63700,8                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2012","03",796700,736500,60200,7.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2012","04",798500,741300,57200,7.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2012","05",807900,747900,60000,7.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2012","06",821700,758700,63000,7.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2012","07",827100,761300,65800,8                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2012","08",817000,755200,61800,7.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2012","09",806900,748600,58400,7.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2012","10",813700,757100,56600,7                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2012","11",807400,753600,53800,6.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2012","12",806400,751200,55200,6.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2011","00",801200,743300,57900,7.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2011","01",798200,735100,63100,7.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2011","02",794600,732700,61900,7.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2011","03",797600,739900,57700,7.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2011","04",796700,742700,54000,6.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2011","05",799100,744300,54800,6.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2011","06",809300,751100,58200,7.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2011","07",815200,755000,60100,7.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2011","08",809400,751000,58300,7.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2011","09",798700,740200,58500,7.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2011","10",800600,744300,56200,7                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2011","11",798100,742900,55200,6.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2011","12",797500,740800,56700,7.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2010","00",809900,749100,60800,7.5                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2010","01",801800,736100,65700,8.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2010","02",800500,734900,65600,8.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2010","03",802900,740200,62700,7.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2010","04",811800,753100,58800,7.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2010","05",810000,751500,58500,7.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2010","06",824000,763700,60300,7.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2010","07",830400,767400,63000,7.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2010","08",825200,764300,60900,7.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2010","09",808500,748800,59700,7.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2010","10",804700,746600,58000,7.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2010","11",801500,742200,59300,7.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2010","12",798100,740600,57400,7.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2009","00",822000,762700,59300,7.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2009","01",822900,767100,55700,6.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2009","02",820000,760300,59700,7.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2009","03",819700,761100,58700,7.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2009","04",822000,766100,55900,6.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2009","05",822700,764200,58500,7.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2009","06",838900,776900,62000,7.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2009","07",843700,781300,62400,7.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2009","08",833300,772400,60800,7.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2009","09",813300,752100,61200,7.5                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2009","10",811200,751900,59300,7.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2009","11",811900,753900,58000,7.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2009","12",804000,745400,58700,7.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2008","00",833600,792600,40900,4.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2008","01",826300,787800,38500,4.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2008","02",819500,781100,38500,4.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2008","03",824100,786700,37400,4.5                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2008","04",826200,792400,33700,4.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2008","05",829700,791100,38700,4.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2008","06",846800,805800,41000,4.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2008","07",855300,812100,43200,5                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2008","08",845000,801800,43300,5.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2008","09",831800,788500,43300,5.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2008","10",835300,792500,42700,5.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2008","11",833100,789100,44000,5.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2008","12",829700,782700,47000,5.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2007","00",822700,790900,31800,3.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2007","01",818400,783500,34900,4.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2007","02",813500,780000,33400,4.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2007","03",815300,784900,30500,3.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2007","04",811300,783600,27700,3.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2007","05",814200,785300,28900,3.5                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2007","06",835300,803600,31700,3.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2007","07",843400,809200,34200,4.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2007","08",829400,797600,31800,3.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2007","09",818900,785900,33000,4                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2007","10",821600,790600,31000,3.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2007","11",826900,795600,31300,3.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2007","12",824200,791500,32700,4                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2006","00",819700,788200,31600,3.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2006","01",811100,776700,34400,4.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2006","02",810400,774400,36000,4.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2006","03",812500,778800,33700,4.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2006","04",811500,780000,31500,3.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2006","05",814500,783100,31400,3.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2006","06",832900,800300,32600,3.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2006","07",838400,803800,34600,4.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2006","08",829300,797800,31500,3.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2006","09",812800,782200,30500,3.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2006","10",820300,793100,27200,3.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2006","11",821100,792600,28500,3.5                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2006","12",821900,795100,26800,3.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2005","00",811300,778500,32800,4                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2005","01",800400,764000,36400,4.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2005","02",798100,761700,36400,4.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2005","03",796900,765200,31700,4                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2005","04",802400,772300,30200,3.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2005","05",807700,776000,31600,3.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2005","06",821200,788100,33200,4                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2005","07",831400,796900,34500,4.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2005","08",825200,793700,31400,3.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2005","09",809300,775700,33600,4.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2005","10",815300,784000,31300,3.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2005","11",813900,780900,33000,4.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2005","12",813700,783400,30200,3.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2004","00",802900,766900,36100,4.5                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2004","01",795000,752900,42100,5.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2004","02",792700,751600,41100,5.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2004","03",794500,753100,41400,5.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2004","04",793200,758300,34900,4.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2004","05",793100,758500,34600,4.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2004","06",811000,773700,37300,4.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2004","07",822300,785900,36400,4.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2004","08",814700,780600,34100,4.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2004","09",795700,762000,33700,4.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2004","10",804900,772900,32100,4                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2004","11",809300,776900,32400,4                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2004","12",808700,776100,32600,4                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2003","00",792700,756700,36100,4.5                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2003","01",787200,749300,37900,4.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2003","02",785900,748800,37100,4.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2003","03",787200,752300,34800,4.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2003","04",788400,755700,32700,4.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2003","05",787100,753300,33700,4.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2003","06",806200,767500,38700,4.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2003","07",807200,769500,37700,4.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2003","08",800100,763600,36500,4.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2003","09",782800,746400,36400,4.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2003","10",790900,756000,35000,4.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2003","11",795900,759000,36900,4.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2003","12",793500,758300,35200,4.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2002","00",787500,752600,34900,4.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2002","01",770600,731100,39500,5.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2002","02",778900,739500,39400,5.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2002","03",779300,742000,37300,4.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2002","04",779300,745200,34100,4.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2002","05",784300,750400,33900,4.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2002","06",798900,763400,35500,4.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2002","07",803900,767700,36200,4.5                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2002","08",797600,764000,33600,4.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2002","09",788200,755700,32500,4.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2002","10",791800,760200,31600,4                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2002","11",787100,754400,32700,4.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2002","12",789500,757100,32400,4.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2001","00",771900,743400,28600,3.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2001","01",769900,741300,28600,3.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2001","02",767000,739100,27900,3.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2001","03",768900,743100,25900,3.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2001","04",764100,740500,23500,3.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2001","05",765000,741100,23900,3.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2001","06",781500,754100,27400,3.5                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2001","07",784800,756000,28900,3.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2001","08",772200,742500,29700,3.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2001","09",765300,734700,30500,4                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2001","10",772600,741600,31000,4                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2001","11",774100,741800,32400,4.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2001","12",777900,744600,33400,4.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2000","00",766400,740500,26000,3.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2000","01",766300,736100,30200,3.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2000","02",766100,735300,30800,4                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","2000","03",765500,737600,27900,3.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2000","04",762700,739200,23500,3.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2000","05",759800,734800,24900,3.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2000","06",776600,750900,25800,3.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2000","07",777900,751100,26800,3.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2000","08",772800,746700,26000,3.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2000","09",754600,729000,25600,3.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2000","10",761500,737900,23600,3.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2000","11",764000,740200,23800,3.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","2000","12",769500,747000,22500,2.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1999","00",764600,738300,26300,3.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1999","01",762300,735100,27200,3.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1999","02",758400,729200,29200,3.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1999","03",757800,730900,26900,3.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1999","04",752800,728000,24800,3.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1999","05",757600,732800,24800,3.3                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1999","06",780200,751000,29200,3.7                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1999","07",784300,754200,30100,3.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1999","08",774900,747300,27600,3.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1999","09",760200,732500,27600,3.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1999","10",761900,737400,24500,3.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1999","11",762000,739200,22800,3                                                                                                                                                            
"Orange-Rockland-Westchester Metro Area","1999","12",763100,742000,21100,2.8                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1998","00",760700,735200,25500,3.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1998","01",753100,723600,29500,3.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1998","02",751800,722200,29600,3.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1998","03",753200,726000,27300,3.6                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1998","04",750600,727100,23500,3.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1998","05",756100,731700,24400,3.2                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1998","06",775200,748100,27100,3.5                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1998","07",782700,756100,26600,3.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1998","08",774200,748200,26000,3.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1998","09",757000,731400,25600,3.4                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1998","10",755700,732400,23400,3.1                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1998","11",758200,736500,21700,2.9                                                                                                                                                          
"Orange-Rockland-Westchester Metro Area","1998","12",760600,739200,21400,2.8                                                                                                                                                          
