"AREA", "YEAR", "MONTH","LABORFORCE","EMP","UNEMP","UNEMPRATE"                                                                                                                                                                        
"BALANCE OF STATE","1991","02",5432100,5062700,369500,6.8                                                                                                                                                                             
"BALANCE OF STATE","1991","03",5436500,5071200,365400,6.7                                                                                                                                                                             
"BALANCE OF STATE","1991","04",5454500,5118200,336300,6.2                                                                                                                                                                             
"BALANCE OF STATE","1991","05",5462300,5113200,349000,6.4                                                                                                                                                                             
"BALANCE OF STATE","1991","06",5607800,5254800,353000,6.3                                                                                                                                                                             
"BALANCE OF STATE","1991","07",5640500,5284500,355900,6.3                                                                                                                                                                             
"BALANCE OF STATE","1991","08",5556700,5216700,340000,6.1                                                                                                                                                                             
"BALANCE OF STATE","1991","09",5434000,5099200,334900,6.2                                                                                                                                                                             
"BALANCE OF STATE","1991","10",5420400,5095000,325400,6                                                                                                                                                                               
"BALANCE OF STATE","1991","11",5389200,5055000,334100,6.2                                                                                                                                                                             
"BALANCE OF STATE","1991","12",5383100,5019200,363800,6.8                                                                                                                                                                             
"BALANCE OF STATE","1990","00",5483200,5242000,241200,4.4                                                                                                                                                                             
"BALANCE OF STATE","1990","01",5407800,5137400,270400,5                                                                                                                                                                               
"BALANCE OF STATE","1990","02",5413500,5142900,270600,5                                                                                                                                                                               
"BALANCE OF STATE","1990","03",5420300,5175100,245200,4.5                                                                                                                                                                             
"BALANCE OF STATE","1990","04",5419800,5194100,225800,4.2                                                                                                                                                                             
"BALANCE OF STATE","1990","05",5474800,5254000,220900,4                                                                                                                                                                               
"BALANCE OF STATE","1990","06",5607200,5388300,218900,3.9                                                                                                                                                                             
"BALANCE OF STATE","1990","07",5656400,5422800,233700,4.1                                                                                                                                                                             
"BALANCE OF STATE","1990","08",5592500,5367500,225000,4                                                                                                                                                                               
"BALANCE OF STATE","1990","09",5448200,5218000,230200,4.2                                                                                                                                                                             
"BALANCE OF STATE","1990","10",5461700,5235300,226400,4.1                                                                                                                                                                             
"BALANCE OF STATE","1990","11",5446700,5193500,253200,4.6                                                                                                                                                                             
"BALANCE OF STATE","1990","12",5449700,5175600,274100,5                                                                                                                                                                               
"BALANCE OF STATE","1989","00",5364800,5155400,209500,3.9                                                                                                                                                                             
"BALANCE OF STATE","1989","01",5304800,5052900,251900,4.7                                                                                                                                                                             
"BALANCE OF STATE","1989","02",5273300,5034100,239200,4.5                                                                                                                                                                             
"BALANCE OF STATE","1989","03",5272800,5063800,209000,4                                                                                                                                                                               
"BALANCE OF STATE","1989","04",5275200,5080500,194700,3.7                                                                                                                                                                             
"BALANCE OF STATE","1989","05",5316100,5125000,191100,3.6                                                                                                                                                                             
"BALANCE OF STATE","1989","06",5469800,5268700,201100,3.7                                                                                                                                                                             
"BALANCE OF STATE","1989","07",5520600,5316200,204400,3.7                                                                                                                                                                             
"BALANCE OF STATE","1989","08",5483000,5293600,189400,3.5                                                                                                                                                                             
"BALANCE OF STATE","1989","09",5317000,5122000,194900,3.7                                                                                                                                                                             
"BALANCE OF STATE","1989","10",5369800,5172100,197700,3.7                                                                                                                                                                             
"BALANCE OF STATE","1989","11",5396200,5173700,222400,4.1                                                                                                                                                                             
"BALANCE OF STATE","1989","12",5379500,5161800,217700,4                                                                                                                                                                               
"BALANCE OF STATE","1988","00",5298000,5098600,199300,3.8                                                                                                                                                                             
"BALANCE OF STATE","1988","01",5240000,4991200,248800,4.7                                                                                                                                                                             
"BALANCE OF STATE","1988","02",5216900,4977500,239400,4.6                                                                                                                                                                             
"BALANCE OF STATE","1988","03",5192000,4978500,213500,4.1                                                                                                                                                                             
"BALANCE OF STATE","1988","04",5199200,5026900,172300,3.3                                                                                                                                                                             
"BALANCE OF STATE","1988","05",5228100,5043400,184700,3.5                                                                                                                                                                             
"BALANCE OF STATE","1988","06",5398900,5215800,183100,3.4                                                                                                                                                                             
"BALANCE OF STATE","1988","07",5468300,5269600,198700,3.6                                                                                                                                                                             
"BALANCE OF STATE","1988","08",5438100,5246200,191900,3.5                                                                                                                                                                             
"BALANCE OF STATE","1988","09",5278300,5087200,191100,3.6                                                                                                                                                                             
"BALANCE OF STATE","1988","10",5309500,5128300,181100,3.4                                                                                                                                                                             
"BALANCE OF STATE","1988","11",5310200,5121100,189200,3.6                                                                                                                                                                             
"BALANCE OF STATE","1988","12",5296400,5098100,198300,3.7                                                                                                                                                                             
"BALANCE OF STATE","1987","00",5238600,5009300,229400,4.4                                                                                                                                                                             
"BALANCE OF STATE","1987","01",5152100,4862100,290100,5.6                                                                                                                                                                             
"BALANCE OF STATE","1987","02",5143500,4861700,281800,5.5                                                                                                                                                                             
"BALANCE OF STATE","1987","03",5140800,4881100,259700,5.1                                                                                                                                                                             
"BALANCE OF STATE","1987","04",5130200,4910600,219500,4.3                                                                                                                                                                             
"BALANCE OF STATE","1987","05",5205400,4985700,219700,4.2                                                                                                                                                                             
"BALANCE OF STATE","1987","06",5324700,5103900,220800,4.1                                                                                                                                                                             
"BALANCE OF STATE","1987","07",5399800,5179300,220500,4.1                                                                                                                                                                             
"BALANCE OF STATE","1987","08",5385200,5173500,211700,3.9                                                                                                                                                                             
"BALANCE OF STATE","1987","09",5218000,5006700,211300,4                                                                                                                                                                               
"BALANCE OF STATE","1987","10",5258200,5053000,205200,3.9                                                                                                                                                                             
"BALANCE OF STATE","1987","11",5255400,5047200,208200,4                                                                                                                                                                               
"BALANCE OF STATE","1987","12",5250200,5046300,203900,3.9                                                                                                                                                                             
"BALANCE OF STATE","1986","00",5183400,4897400,286000,5.5                                                                                                                                                                             
"BALANCE OF STATE","1986","01",5115400,4794200,321200,6.3                                                                                                                                                                             
"BALANCE OF STATE","1986","02",5093100,4750100,343000,6.7                                                                                                                                                                             
"BALANCE OF STATE","1986","03",5103600,4782200,321400,6.3                                                                                                                                                                             
"BALANCE OF STATE","1986","04",5084200,4795600,288500,5.7                                                                                                                                                                             
"BALANCE OF STATE","1986","05",5130600,4838900,291700,5.7                                                                                                                                                                             
"BALANCE OF STATE","1986","06",5293600,5000900,292700,5.5                                                                                                                                                                             
"BALANCE OF STATE","1986","07",5364300,5066800,297500,5.5                                                                                                                                                                             
"BALANCE OF STATE","1986","08",5316100,5045900,270200,5.1                                                                                                                                                                             
"BALANCE OF STATE","1986","09",5164400,4897400,267000,5.2                                                                                                                                                                             
"BALANCE OF STATE","1986","10",5183200,4934400,248700,4.8                                                                                                                                                                             
"BALANCE OF STATE","1986","11",5182400,4933200,249200,4.8                                                                                                                                                                             
"BALANCE OF STATE","1986","12",5170600,4929300,241300,4.7                                                                                                                                                                             
"BALANCE OF STATE","1985","00",5092500,4804700,287800,5.7                                                                                                                                                                             
"BALANCE OF STATE","1985","01",5000900,4670700,330200,6.6                                                                                                                                                                             
"BALANCE OF STATE","1985","02",4982900,4670000,312900,6.3                                                                                                                                                                             
"BALANCE OF STATE","1985","03",5017700,4720500,297200,5.9                                                                                                                                                                             
"BALANCE OF STATE","1985","04",4999900,4723600,276300,5.5                                                                                                                                                                             
"BALANCE OF STATE","1985","05",5041600,4763700,278000,5.5                                                                                                                                                                             
"BALANCE OF STATE","1985","06",5165700,4870500,295100,5.7                                                                                                                                                                             
"BALANCE OF STATE","1985","07",5240600,4943800,296800,5.7                                                                                                                                                                             
"BALANCE OF STATE","1985","08",5206400,4935800,270600,5.2                                                                                                                                                                             
"BALANCE OF STATE","1985","09",5094600,4819600,275000,5.4                                                                                                                                                                             
"BALANCE OF STATE","1985","10",5123400,4854600,268800,5.2                                                                                                                                                                             
"BALANCE OF STATE","1985","11",5117500,4844200,273300,5.3                                                                                                                                                                             
"BALANCE OF STATE","1985","12",5118700,4839700,279000,5.5                                                                                                                                                                             
"BALANCE OF STATE","1984","00",5006800,4701900,304900,6.1                                                                                                                                                                             
"BALANCE OF STATE","1984","01",4911500,4535800,375600,7.6                                                                                                                                                                             
"BALANCE OF STATE","1984","02",4915600,4549500,366000,7.4                                                                                                                                                                             
"BALANCE OF STATE","1984","03",4919900,4578600,341300,6.9                                                                                                                                                                             
"BALANCE OF STATE","1984","04",4915500,4611500,303900,6.2                                                                                                                                                                             
"BALANCE OF STATE","1984","05",4980800,4689400,291500,5.9                                                                                                                                                                             
"BALANCE OF STATE","1984","06",5131600,4840300,291200,5.7                                                                                                                                                                             
"BALANCE OF STATE","1984","07",5195700,4886900,308800,5.9                                                                                                                                                                             
"BALANCE OF STATE","1984","08",5137700,4843400,294300,5.7                                                                                                                                                                             
"BALANCE OF STATE","1984","09",4982000,4702600,279400,5.6                                                                                                                                                                             
"BALANCE OF STATE","1984","10",4992000,4724900,267100,5.4                                                                                                                                                                             
"BALANCE OF STATE","1984","11",4993400,4728100,265300,5.3                                                                                                                                                                             
"BALANCE OF STATE","1984","12",5005900,4732200,273700,5.5                                                                                                                                                                             
"BALANCE OF STATE","1983","00",4970500,4568300,402200,8.1                                                                                                                                                                             
"BALANCE OF STATE","1983","01",4873200,4396000,477200,9.8                                                                                                                                                                             
"BALANCE OF STATE","1983","02",4868900,4382700,486200,10                                                                                                                                                                              
"BALANCE OF STATE","1983","03",4869600,4414200,455400,9.4                                                                                                                                                                             
"BALANCE OF STATE","1983","04",4867100,4448500,418600,8.6                                                                                                                                                                             
"BALANCE OF STATE","1983","05",4898000,4483300,414700,8.5                                                                                                                                                                             
"BALANCE OF STATE","1983","06",5101100,4673800,427400,8.4                                                                                                                                                                             
"BALANCE OF STATE","1983","07",5170000,4771700,398300,7.7                                                                                                                                                                             
"BALANCE OF STATE","1983","08",5152000,4770700,381300,7.4                                                                                                                                                                             
"BALANCE OF STATE","1983","09",4976800,4617600,359300,7.2                                                                                                                                                                             
"BALANCE OF STATE","1983","10",4947100,4613600,333500,6.7                                                                                                                                                                             
"BALANCE OF STATE","1983","11",4971700,4631400,340300,6.8                                                                                                                                                                             
"BALANCE OF STATE","1983","12",4950800,4616300,334500,6.8                                                                                                                                                                             
"BALANCE OF STATE","1982","00",4904600,4520200,384300,7.8                                                                                                                                                                             
"BALANCE OF STATE","1982","01",4845900,4450000,395900,8.2                                                                                                                                                                             
"BALANCE OF STATE","1982","02",4820500,4439000,381500,7.9                                                                                                                                                                             
"BALANCE OF STATE","1982","03",4848300,4462000,386200,8                                                                                                                                                                               
"BALANCE OF STATE","1982","04",4829100,4465900,363200,7.5                                                                                                                                                                             
"BALANCE OF STATE","1982","05",4899400,4539900,359500,7.3                                                                                                                                                                             
"BALANCE OF STATE","1982","06",4997900,4625400,372500,7.5                                                                                                                                                                             
"BALANCE OF STATE","1982","07",5075000,4690500,384400,7.6                                                                                                                                                                             
"BALANCE OF STATE","1982","08",5038400,4669400,369000,7.3                                                                                                                                                                             
"BALANCE OF STATE","1982","09",4869700,4494500,375200,7.7                                                                                                                                                                             
"BALANCE OF STATE","1982","10",4877700,4492200,385500,7.9                                                                                                                                                                             
"BALANCE OF STATE","1982","11",4879400,4465300,414100,8.5                                                                                                                                                                             
"BALANCE OF STATE","1982","12",4873700,4448500,425200,8.7                                                                                                                                                                             
"BALANCE OF STATE","1981","00",4931100,4596600,334500,6.8                                                                                                                                                                             
"BALANCE OF STATE","1981","01",4892500,4507900,384700,7.9                                                                                                                                                                             
"BALANCE OF STATE","1981","02",4886700,4497700,389000,8                                                                                                                                                                               
"BALANCE OF STATE","1981","03",4904900,4547300,357600,7.3                                                                                                                                                                             
"BALANCE OF STATE","1981","04",4914400,4598700,315700,6.4                                                                                                                                                                             
"BALANCE OF STATE","1981","05",4951100,4624200,326800,6.6                                                                                                                                                                             
"BALANCE OF STATE","1981","06",5020100,4680600,339500,6.8                                                                                                                                                                             
"BALANCE OF STATE","1981","07",5099500,4771000,328500,6.4                                                                                                                                                                             
"BALANCE OF STATE","1981","08",5054300,4743300,310900,6.2                                                                                                                                                                             
"BALANCE OF STATE","1981","09",4845900,4543400,302500,6.2                                                                                                                                                                             
"BALANCE OF STATE","1981","10",4883700,4585500,298200,6.1                                                                                                                                                                             
"BALANCE OF STATE","1981","11",4871000,4552500,318500,6.5                                                                                                                                                                             
"BALANCE OF STATE","1981","12",4848800,4507200,341600,7                                                                                                                                                                               
"BALANCE OF STATE","1980","00",4923100,4587200,335900,6.8                                                                                                                                                                             
"BALANCE OF STATE","1980","01",4936000,4573000,363000,7.4                                                                                                                                                                             
"BALANCE OF STATE","1980","02",4908400,4555100,353300,7.2                                                                                                                                                                             
"BALANCE OF STATE","1980","03",4882500,4553600,328900,6.7                                                                                                                                                                             
"BALANCE OF STATE","1980","04",4853100,4536700,316400,6.5                                                                                                                                                                             
"BALANCE OF STATE","1980","05",4870900,4530000,340900,7                                                                                                                                                                               
"BALANCE OF STATE","1980","06",4996100,4643700,352400,7.1                                                                                                                                                                             
"BALANCE OF STATE","1980","07",5069000,4710100,358900,7.1                                                                                                                                                                             
"BALANCE OF STATE","1980","08",5017000,4682000,335000,6.7                                                                                                                                                                             
"BALANCE OF STATE","1980","09",4871900,4549800,322000,6.6                                                                                                                                                                             
"BALANCE OF STATE","1980","10",4890100,4575600,314500,6.4                                                                                                                                                                             
"BALANCE OF STATE","1980","11",4896400,4573200,323100,6.6                                                                                                                                                                             
"BALANCE OF STATE","1980","12",4885900,4563200,322700,6.6                                                                                                                                                                             
"BALANCE OF STATE","1979","00",4933100,4628500,304600,6.2                                                                                                                                                                             
"BALANCE OF STATE","1979","01",4862000,4517200,344800,7.1                                                                                                                                                                             
"BALANCE OF STATE","1979","02",4857600,4517300,340300,7                                                                                                                                                                               
"BALANCE OF STATE","1979","03",4864800,4548500,316300,6.5                                                                                                                                                                             
"BALANCE OF STATE","1979","04",4818500,4538300,280200,5.8                                                                                                                                                                             
"BALANCE OF STATE","1979","05",4829200,4564600,264600,5.5                                                                                                                                                                             
"BALANCE OF STATE","1979","06",5002500,4718000,284600,5.7                                                                                                                                                                             
"BALANCE OF STATE","1979","07",5100300,4802600,297700,5.8                                                                                                                                                                             
"BALANCE OF STATE","1979","08",5059600,4754000,305600,6                                                                                                                                                                               
"BALANCE OF STATE","1979","09",4925100,4621500,303600,6.2                                                                                                                                                                             
"BALANCE OF STATE","1979","10",4954200,4653300,300900,6.1                                                                                                                                                                             
"BALANCE OF STATE","1979","11",4946400,4641400,305000,6.2                                                                                                                                                                             
"BALANCE OF STATE","1979","12",4976800,4665000,311800,6.3                                                                                                                                                                             
"BALANCE OF STATE","1978","00",4797000,4464700,332300,6.9                                                                                                                                                                             
"BALANCE OF STATE","1978","01",4691000,4310400,380600,8.1                                                                                                                                                                             
"BALANCE OF STATE","1978","02",4664100,4290600,373500,8                                                                                                                                                                               
"BALANCE OF STATE","1978","03",4687800,4325800,362000,7.7                                                                                                                                                                             
"BALANCE OF STATE","1978","04",4688600,4365300,323300,6.9                                                                                                                                                                             
"BALANCE OF STATE","1978","05",4725700,4402000,323700,6.8                                                                                                                                                                             
"BALANCE OF STATE","1978","06",4906100,4577900,328200,6.7                                                                                                                                                                             
"BALANCE OF STATE","1978","07",4955700,4610700,345000,7                                                                                                                                                                               
"BALANCE OF STATE","1978","08",4930900,4608900,322000,6.5                                                                                                                                                                             
"BALANCE OF STATE","1978","09",4773700,4450600,323100,6.8                                                                                                                                                                             
"BALANCE OF STATE","1978","10",4832500,4535800,296700,6.1                                                                                                                                                                             
"BALANCE OF STATE","1978","11",4844900,4542900,302000,6.2                                                                                                                                                                             
"BALANCE OF STATE","1978","12",4862500,4555600,307000,6.3                                                                                                                                                                             
"BALANCE OF STATE","1977","00",4672900,4276200,396700,8.5                                                                                                                                                                             
"BALANCE OF STATE","1977","01",4550700,4076200,474600,10.4                                                                                                                                                                            
"BALANCE OF STATE","1977","02",4569700,4078000,491700,10.8                                                                                                                                                                            
"BALANCE OF STATE","1977","03",4568300,4121300,447000,9.8                                                                                                                                                                             
"BALANCE OF STATE","1977","04",4585800,4183500,402300,8.8                                                                                                                                                                             
"BALANCE OF STATE","1977","05",4635700,4231400,404400,8.7                                                                                                                                                                             
"BALANCE OF STATE","1977","06",4785100,4380300,404800,8.5                                                                                                                                                                             
"BALANCE OF STATE","1977","07",4823800,4444600,379200,7.9                                                                                                                                                                             
"BALANCE OF STATE","1977","08",4811000,4447800,363200,7.5                                                                                                                                                                             
"BALANCE OF STATE","1977","09",4634500,4275000,359500,7.8                                                                                                                                                                             
"BALANCE OF STATE","1977","10",4675800,4333800,342000,7.3                                                                                                                                                                             
"BALANCE OF STATE","1977","11",4710200,4353300,357000,7.6                                                                                                                                                                             
"BALANCE OF STATE","1977","12",4724400,4389200,335200,7.1                                                                                                                                                                             
"BALANCE OF STATE","1976","00",4589300,4145800,443500,9.7                                                                                                                                                                             
