FIPS,Admin2,Province_State,Country_Region,21/03/2020 16:47,22/03/2020 18:57,23/03/2020 16:47,24/03/2020 17:10,2020-03-25 17:08:40,2020-03-26 20:24:50,2020-03-27 21:06:19,2020-03-28 20:48:56,2020-03-29 18:33:54
6041.0,Marin,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6043.0,Mariposa,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6045.0,Mendocino,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6047.0,Merced,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6049.0,Modoc,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6051.0,Mono,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6053.0,Monterey,California,US,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6055.0,Napa,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6057.0,Nevada,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6059.0,Orange,California,US,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0
6061.0,Placer,California,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6063.0,Plumas,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6065.0,Riverside,California,US,4.0,4.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
6067.0,Sacramento,California,US,3.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0
6069.0,San Benito,California,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6071.0,San Bernardino,California,US,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0
6073.0,San Diego,California,US,0.0,0.0,1.0,1.0,2.0,2.0,3.0,6.0,7.0
6075.0,San Francisco,California,US,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0
6077.0,San Joaquin,California,US,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0
6079.0,San Luis Obispo,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6081.0,San Mateo,California,US,1.0,1.0,1.0,1.0,5.0,5.0,6.0,6.0,6.0
6083.0,Santa Barbara,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6085.0,Santa Clara,California,US,8.0,8.0,10.0,13.0,16.0,17.0,19.0,20.0,25.0
6087.0,Santa Cruz,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6089.0,Shasta,California,US,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
6091.0,Sierra,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6093.0,Siskiyou,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6095.0,Solano,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6097.0,Sonoma,California,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6099.0,Stanislaus,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6101.0,Sutter,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6103.0,Tehama,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6105.0,Trinity,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6107.0,Tulare,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6109.0,Tuolumne,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6111.0,Ventura,California,US,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0
6113.0,Yolo,California,US,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6115.0,Yuba,California,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001.0,Adams,Colorado,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8003.0,Alamosa,Colorado,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8005.0,Arapahoe,Colorado,US,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
8007.0,Archuleta,Colorado,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8009.0,Baca,Colorado,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8011.0,Bent,Colorado,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8013.0,Boulder,Colorado,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
